end_date,link,location,name,season,start_date,tour,year,tid
Jul 30 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017060/leaderboard/index.html,"Green Eagle Golf Courses, Hamburg, Germany",PorscheEuropeanOpen,2017,Jul 27 2017,Euro,2017,PorscheEuropeanOpenEuro2017
Aug 06 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017062/leaderboard/index.html,"Firestone CC, Akron, Ohio, USA",WGC-BridgestoneInvitational,2017,Aug 03 2017,Euro,2017,WGC-BridgestoneInvitationalEuro2017
Aug 13 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017064/leaderboard/index.html,"Quail Hollow Club, Charlotte, N. Carolina, USA",USPGAChampionship,2017,Aug 10 2017,Euro,2017,USPGAChampionshipEuro2017
Aug 20 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017066/leaderboard/index.html,"Golf Resort Bad Griesbach, Bad Griesbach, Germany",SaltireEnergyPaulLawrieMatchPlay,2017,Aug 17 2017,Euro,2017,SaltireEnergyPaulLawrieMatchPlayEuro2017
Aug 20 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017068/leaderboard/index.html,"Natadola Bay GC, Natadola, Fiji",FijiInternational,2017,Aug 17 2017,Euro,2017,FijiInternationalEuro2017
Aug 27 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017070/leaderboard/index.html,"Himmerland Golf & Spa Resort, Farsø, Denmark",MadeInDenmark,2017,Aug 24 2017,Euro,2017,MadeInDenmarkEuro2017
Sep 03 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017072/leaderboard/index.html,"Albatross Golf Resort, Prague, Czech Republic",D+DREALCzechMasters,2017,Aug 31 2017,Euro,2017,D+DREALCzechMastersEuro2017
Sep 10 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017074/leaderboard/index.html,"Crans-sur-Sierre GC, Crans Montana, Switzerland",OmegaEuropeanMasters,2017,Sep 07 2017,Euro,2017,OmegaEuropeanMastersEuro2017
Sep 17 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017076/leaderboard/index.html,"The Dutch, Spijk, Netherlands",KLMOpen,2017,Sep 14 2017,Euro,2017,KLMOpenEuro2017
Sep 24 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017078/leaderboard/index.html,"Dom Pedro Victoria Golf Course, Vilamoura, Portugal",PortugalMasters,2017,Sep 21 2017,Euro,2017,PortugalMastersEuro2017
Oct 01 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017080/leaderboard/index.html,"Close House GC, Newcastle-upon-Tyne, England",BritishMasterssupportedbySkySports,2017,Sep 28 2017,Euro,2017,BritishMasterssupportedbySkySportsEuro2017
Oct 08 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017082/leaderboard/index.html,"Old Course St. Andrews, Carnoustie & Kingsbarns, Scotland, Scotland",AlfredDunhillLinksChampionship,2017,Oct 05 2017,Euro,2017,AlfredDunhillLinksChampionshipEuro2017
Oct 15 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017084/leaderboard/index.html,"Golf Club Milano, Parco Reale di Monza, Italy",ItalianOpen,2017,Oct 12 2017,Euro,2017,ItalianOpenEuro2017
Oct 22 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017086/leaderboard/index.html,"Real Club Valderrama, Sotogrande, Spain",AndaluciaValderramaMastershostedbytheSergioGarciaFoundation,2017,Oct 19 2017,Euro,2017,AndaluciaValderramaMastershostedbytheSergioGarciaFoundationEuro2017
Oct 29 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017088/leaderboard/index.html,"Sheshan International GC, Shanghai, China PR",WGC-HSBCChampions,2017,Oct 26 2017,Euro,2017,WGC-HSBCChampionsEuro2017
Nov 05 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017090/leaderboard/index.html,"Regnum Carya Golf & Spa Resort, Antalya, Turkey",TurkishAirlinesOpen,2017,Nov 02 2017,Euro,2017,TurkishAirlinesOpenEuro2017
Nov 12 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017092/leaderboard/index.html,"Gary Player CC, Sun City, South Africa",NedbankGolfChallengehostedbyGaryPlayer,2017,Nov 09 2017,Euro,2017,NedbankGolfChallengehostedbyGaryPlayerEuro2017
Nov 19 2017,https://www.europeantour.com//europeantour/season=2017/tournamentid=2017094/leaderboard/index.html,"Jumeirah Golf Estates, Dubai, United Arab Emirates","DPWorldTourChampionship,Dubai",2017,Nov 16 2017,Euro,2017,"DPWorldTourChampionship,DubaiEuro2017"
Dec 07 2014,https://www.europeantour.com//europeantour/season=2015/tournamentid=2014095/leaderboard/index.html,"Gary Player CC, Sun City, South Africa",NedbankGolfChallenge,2015,Dec 04 2014,Euro,2014,NedbankGolfChallengeEuro2015
Dec 14 2014,https://www.europeantour.com//europeantour/season=2015/tournamentid=2014096/leaderboard/index.html,"Leopard Creek CC, Malelane, South Africa",AlfredDunhillChampionship,2015,Dec 11 2014,Euro,2014,AlfredDunhillChampionshipEuro2015
Jan 11 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015000/leaderboard/index.html,"Glendower GC, City of Ekurhuleni, Gauteng, South Africa",SouthAfricanOpenChampionshipHostedbyCityofEkurhuleni,2015,Jan 08 2015,Euro,2015,SouthAfricanOpenChampionshipHostedbyCityofEkurhuleniEuro2015
Jan 18 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015002/leaderboard/index.html,"Abu Dhabi GC, Abu Dhabi, United Arab Emirates",AbuDhabiHSBCGolfChampionship,2015,Jan 15 2015,Euro,2015,AbuDhabiHSBCGolfChampionshipEuro2015
Jan 24 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015004/leaderboard/index.html,"Doha GC, Doha, Qatar",CommercialBankQatarMasters,2015,Jan 21 2015,Euro,2015,CommercialBankQatarMastersEuro2015
Feb 01 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015006/leaderboard/index.html,"Emirates GC, Dubai, United Arab Emirates",OmegaDubaiDesertClassic,2015,Jan 29 2015,Euro,2015,OmegaDubaiDesertClassicEuro2015
Feb 08 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015008/leaderboard/index.html,"Kuala Lumpur G&CC, Kuala Lumpur, Malaysia",MaybankMalaysianOpen,2015,Feb 05 2015,Euro,2015,MaybankMalaysianOpenEuro2015
Feb 15 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015010/leaderboard/index.html,"Black Mountain GC, Hua Hin, Thailand",TrueThailandClassicpresentedbyBlackMountain,2015,Feb 12 2015,Euro,2015,TrueThailandClassicpresentedbyBlackMountainEuro2015
Feb 22 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015012/leaderboard/index.html,"Delhi GC, New Delhi, India",HeroIndianOpen,2015,Feb 19 2015,Euro,2015,HeroIndianOpenEuro2015
Mar 01 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015014/leaderboard/index.html,"Royal Johannesburg & Kensington GC, Johannesburg, South Africa",JoburgOpen,2015,Feb 26 2015,Euro,2015,JoburgOpenEuro2015
Mar 08 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015015/leaderboard/index.html,"Trump National Doral, Doral, Florida, USA",WGC-CadillacChampionship,2015,Mar 05 2015,Euro,2015,WGC-CadillacChampionshipEuro2015
Mar 08 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015016/leaderboard/index.html,"East London GC, East London, Eastern Cape, South Africa",AfricaOpen,2015,Mar 05 2015,Euro,2015,AfricaOpenEuro2015
Mar 15 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015018/leaderboard/index.html,"Pretoria CC, Waterkloof, South Africa",TshwaneOpen,2015,Mar 12 2015,Euro,2015,TshwaneOpenEuro2015
Mar 22 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015020/leaderboard/index.html,"Clube de Golf do Santo da Serra, Madeira, Portugal",MadeiraIslandsOpen–Portugal–BPI-CANCELLED,2015,Mar 19 2015,Euro,2015,MadeiraIslandsOpen–Portugal–BPI-CANCELLEDEuro2015
Mar 29 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015022/leaderboard/index.html,"Golf du Palais Royal, Agadir, Morocco",TrophéeHassanII,2015,Mar 26 2015,Euro,2015,TrophéeHassanIIEuro2015
Apr 12 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015026/leaderboard/index.html,"Augusta National GC, Augusta, Georgia, USA",MastersTournament,2015,Apr 09 2015,Euro,2015,MastersTournamentEuro2015
Apr 19 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015028/leaderboard/index.html,"Genzon GC, Shenzhen, China PR",ShenzhenInternational,2015,Apr 16 2015,Euro,2015,ShenzhenInternationalEuro2015
Apr 26 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015030/leaderboard/index.html,"Tomson Shanghai Pudong GC, Shanghai, China PR",VolvoChinaOpen,2015,Apr 23 2015,Euro,2015,VolvoChinaOpenEuro2015
May 03 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015032/leaderboard/index.html,"TPC Harding Park, San Francisco, California, USA",WGC–CadillacMatchPlay,2015,Apr 29 2015,Euro,2015,WGC–CadillacMatchPlayEuro2015
May 10 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015034/leaderboard/index.html,"Heritage GC, Domaine de Bel Ombre, Mauritius",AfrAsiaBankMauritiusOpen,2015,May 07 2015,Euro,2015,AfrAsiaBankMauritiusOpenEuro2015
May 17 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015036/leaderboard/index.html,"Real Club de Golf El Prat, Terrassa, Barcelona, Spain",OpendeEspaña,2015,May 14 2015,Euro,2015,OpendeEspañaEuro2015
May 24 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015038/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",BMWPGACHAMPIONSHIP,2015,May 21 2015,Euro,2015,BMWPGACHAMPIONSHIPEuro2015
May 31 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015040/leaderboard/index.html,"Royal County Down GC, Newcastle, Co Down, Northern Ireland",DubaiDutyFreeIrishOpenHostedbytheRoryFoundation,2015,May 28 2015,Euro,2015,DubaiDutyFreeIrishOpenHostedbytheRoryFoundationEuro2015
Jun 07 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015042/leaderboard/index.html,"PGA Sweden National, Malmö, Sweden",NordeaMasters,2015,Jun 04 2015,Euro,2015,NordeaMastersEuro2015
Jun 14 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015044/leaderboard/index.html,"Diamond CC, Atzenbrugg, near Vienna, Austria",LyonessOpenPoweredbyGreenfinity,2015,Jun 11 2015,Euro,2015,LyonessOpenPoweredbyGreenfinityEuro2015
Jun 21 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015046/leaderboard/index.html,"Chambers Bay GC, Chambers Bay, Washington, USA",U.S.Open,2015,Jun 18 2015,Euro,2015,U.S.OpenEuro2015
Jun 28 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015048/leaderboard/index.html,"Golfclub München Eichenried, Eichenried, Munich, Germany",BMWInternationalOpen,2015,Jun 25 2015,Euro,2015,BMWInternationalOpenEuro2015
Jul 05 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015050/leaderboard/index.html,"Le Golf National, Paris, France",AlstomOpendeFrance,2015,Jul 02 2015,Euro,2015,AlstomOpendeFranceEuro2015
Jul 12 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015052/leaderboard/index.html,"Gullane GC, Gullane, East Lothian, Scotland",AberdeenAssetManagementScottishOpen,2015,Jul 09 2015,Euro,2015,AberdeenAssetManagementScottishOpenEuro2015
Jul 19 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015054/leaderboard/index.html,"St. Andrews, Old Course, Fife, Scotland",144thOpenChampionship,2015,Jul 16 2015,Euro,2015,144thOpenChampionshipEuro2015
Jul 26 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015056/leaderboard/index.html,"Crans-sur-Sierre GC, Crans Montana, Switzerland",OmegaEuropeanMasters,2015,Jul 23 2015,Euro,2015,OmegaEuropeanMastersEuro2015
Aug 02 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015058/leaderboard/index.html,"Murcar Links Golf Club, Aberdeen, Scotland",SaltireEnergyPaulLawrieMatchPlay,2015,Jul 30 2015,Euro,2015,SaltireEnergyPaulLawrieMatchPlayEuro2015
Aug 02 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015059/leaderboard/index.html,"Clube de Golf do Santo da Serra, Madeira, Portugal",MadeiraIslandsOpen–Portugal–BPI,2015,Jul 30 2015,Euro,2015,MadeiraIslandsOpen–Portugal–BPIEuro2015
Aug 09 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015060/leaderboard/index.html,"Firestone CC, Akron, Ohio, USA",WGC-BridgestoneInvitational,2015,Aug 06 2015,Euro,2015,WGC-BridgestoneInvitationalEuro2015
Aug 16 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015062/leaderboard/index.html,"Whistling Straits, Kohler, Wisconsin, USA",USPGAChampionship,2015,Aug 13 2015,Euro,2015,USPGAChampionshipEuro2015
Aug 23 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015064/leaderboard/index.html,"Himmerland Golf & Spa Resort, Farsø, Denmark",MadeinDenmark,2015,Aug 20 2015,Euro,2015,MadeinDenmarkEuro2015
Aug 30 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015066/leaderboard/index.html,"Albatross Golf Resort, Prague, Czech Republic",D+DREALCzechMasters,2015,Aug 27 2015,Euro,2015,D+DREALCzechMastersEuro2015
Sep 06 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015068/leaderboard/index.html,"Skolkovo Golf Club, Moscow, Russia",M2MRussianOpen,2015,Sep 03 2015,Euro,2015,M2MRussianOpenEuro2015
Sep 13 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015070/leaderboard/index.html,"Kennemer G&CC, Zandvoort, Netherlands",KLMOpen,2015,Sep 10 2015,Euro,2015,KLMOpenEuro2015
Sep 20 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015072/leaderboard/index.html,"Golf Club Milano, Parco Reale di Monza, Italy",72°OPEND'ITALIApresentedbyDAMIANI,2015,Sep 17 2015,Euro,2015,72°OPEND'ITALIApresentedbyDAMIANIEuro2015
Nov 29 2015,https://www.europeantour.com//europeantour/season=2016/tournamentid=2015092/leaderboard/index.html,"Leopard Creek CC, Malelane, South Africa",AlfredDunhillChampionship,2016,Nov 26 2015,Euro,2015,AlfredDunhillChampionshipEuro2016
Sep 27 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015074/leaderboard/index.html,"Golf Resort Bad Griesbach, Bad Griesbach, Germany",PorscheEuropeanOpen,2015,Sep 24 2015,Euro,2015,PorscheEuropeanOpenEuro2015
Oct 04 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015076/leaderboard/index.html,"Old Course St. Andrews, Carnoustie & Kingsbarns, Scotland, Scotland",AlfredDunhillLinksChampionship,2015,Oct 01 2015,Euro,2015,AlfredDunhillLinksChampionshipEuro2015
Oct 11 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015078/leaderboard/index.html,"Woburn GC, Buckinghamshire, England",BritishMasterssupportedbySkySports,2015,Oct 08 2015,Euro,2015,BritishMasterssupportedbySkySportsEuro2015
Oct 18 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015080/leaderboard/index.html,"Dom Pedro Victoria Golf Course, Vilamoura, Portugal",PortugalMasters,2015,Oct 15 2015,Euro,2015,PortugalMastersEuro2015
Oct 25 2015,https://www.europeantour.com//europeantour/season=2015/tournamentid=2015082/leaderboard/index.html,"Hong Kong GC, Fanling, Hong Kong",UBSHongKongOpen,2015,Oct 22 2015,Euro,2015,UBSHongKongOpenEuro2015
Dec 06 2015,https://www.europeantour.com//europeantour/season=2016/tournamentid=2015094/leaderboard/index.html,"Gary Player CC, Sun City, South Africa",NedbankGolfChallenge,2016,Dec 03 2015,Euro,2015,NedbankGolfChallengeEuro2016
Dec 06 2015,https://www.europeantour.com//europeantour/season=2016/tournamentid=2015095/leaderboard/index.html,"RACV Royal Pines Resort, Gold Coast, Queensland, Australia",AustralianPGAChampionship,2016,Dec 03 2015,Euro,2015,AustralianPGAChampionshipEuro2016
Jan 10 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016000/leaderboard/index.html,"Glendower GC, City of Ekurhuleni, Gauteng, South Africa",BMWSAOpenhostedbyCityofEkurhuleni,2016,Jan 07 2016,Euro,2016,BMWSAOpenhostedbyCityofEkurhuleniEuro2016
Jan 17 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016002/leaderboard/index.html,"Royal Johannesburg & Kensington GC, Johannesburg, South Africa",JoburgOpen,2016,Jan 14 2016,Euro,2016,JoburgOpenEuro2016
Jan 17 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016003/leaderboard/index.html,"Glenmarie G & CC, Kuala Lumpur, Malaysia",EURASIACUPpresentedbyDRB-HICOM,2016,Jan 15 2016,Euro,2016,EURASIACUPpresentedbyDRB-HICOMEuro2016
Jan 24 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016004/leaderboard/index.html,"Abu Dhabi GC, Abu Dhabi, United Arab Emirates",AbuDhabiHSBCGolfChampionship,2016,Jan 21 2016,Euro,2016,AbuDhabiHSBCGolfChampionshipEuro2016
Jan 30 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016006/leaderboard/index.html,"Doha GC, Doha, Qatar",CommercialBankQatarMasters,2016,Jan 27 2016,Euro,2016,CommercialBankQatarMastersEuro2016
Feb 07 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016008/leaderboard/index.html,"Emirates GC, Dubai, United Arab Emirates",OmegaDubaiDesertClassic,2016,Feb 04 2016,Euro,2016,OmegaDubaiDesertClassicEuro2016
Feb 14 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016010/leaderboard/index.html,"Pretoria CC, Waterkloof, South Africa",TshwaneOpen,2016,Feb 11 2016,Euro,2016,TshwaneOpenEuro2016
Feb 21 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016012/leaderboard/index.html,"Royal Selangor GC, Kuala Lumpur, Malaysia",MaybankChampionshipMalaysia,2016,Feb 18 2016,Euro,2016,MaybankChampionshipMalaysiaEuro2016
Feb 28 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016014/leaderboard/index.html,"Lake Karrinyup CC, Perth, Australia",ISPSHANDAPerthInternational,2016,Feb 25 2016,Euro,2016,ISPSHANDAPerthInternationalEuro2016
Mar 06 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016016/leaderboard/index.html,"Trump National Doral, Doral, Florida, USA",WGC-CadillacChampionship,2016,Mar 03 2016,Euro,2016,WGC-CadillacChampionshipEuro2016
Mar 13 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016018/leaderboard/index.html,"Black Mountain GC, Hua Hin, Thailand",TrueThailandClassicPresentedbyChang,2016,Mar 10 2016,Euro,2016,TrueThailandClassicPresentedbyChangEuro2016
Mar 20 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016020/leaderboard/index.html,"Delhi GC, New Delhi, India",HeroIndianOpen,2016,Mar 17 2016,Euro,2016,HeroIndianOpenEuro2016
Mar 27 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016022/leaderboard/index.html,"Austin CC, Austin, Texas, USA",WGC-DellMatchPlay,2016,Mar 23 2016,Euro,2016,WGC-DellMatchPlayEuro2016
Apr 10 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016026/leaderboard/index.html,"Augusta National GC, Augusta, Georgia, USA",MastersTournament,2016,Apr 07 2016,Euro,2016,MastersTournamentEuro2016
Apr 17 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016028/leaderboard/index.html,"Real Club Valderrama, Sotogrande, Spain","RealClubValderramaOpendeEspaña,hostedbytheSergioGarciaFoundation",2016,Apr 14 2016,Euro,2016,"RealClubValderramaOpendeEspaña,hostedbytheSergioGarciaFoundationEuro2016"
Apr 24 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016030/leaderboard/index.html,"Genzon GC, Shenzhen, China PR",ShenzhenInternational,2016,Apr 21 2016,Euro,2016,ShenzhenInternationalEuro2016
May 01 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016032/leaderboard/index.html,"Topwin Golf & CC, Beijing, China PR",VolvoChinaOpen,2016,Apr 28 2016,Euro,2016,VolvoChinaOpenEuro2016
May 08 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016034/leaderboard/index.html,"Royal Golf Dar Es Salam, Rabat, Morocco",TrophéeHassanII,2016,May 05 2016,Euro,2016,TrophéeHassanIIEuro2016
May 15 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016036/leaderboard/index.html,"Four Seasons GC Mauritius at Anahita, Beau Champ, Mauritius",AfrAsiaBankMauritiusOpen,2016,May 12 2016,Euro,2016,AfrAsiaBankMauritiusOpenEuro2016
May 22 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016038/leaderboard/index.html,"The K Club, Straffan, Co. Kildare, Republic of Ireland",DubaiDutyFreeIrishOpenhostedbytheRoryFoundation,2016,May 19 2016,Euro,2016,DubaiDutyFreeIrishOpenhostedbytheRoryFoundationEuro2016
May 29 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016040/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",BMWPGAChampionship,2016,May 26 2016,Euro,2016,BMWPGAChampionshipEuro2016
Jun 05 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016042/leaderboard/index.html,"Bro Hof Slott GC, Stockholm, Sweden",NordeaMasters,2016,Jun 02 2016,Euro,2016,NordeaMastersEuro2016
Jun 12 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016044/leaderboard/index.html,"Diamond CC, Atzenbrugg, near Vienna, Austria",LyonessOpenpoweredbySporthilfeCashbackCard,2016,Jun 09 2016,Euro,2016,LyonessOpenpoweredbySporthilfeCashbackCardEuro2016
Jun 19 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016046/leaderboard/index.html,"Oakmont CC, Oakmont, Pennsylvania, USA",U.S.Open,2016,Jun 16 2016,Euro,2016,U.S.OpenEuro2016
Jun 26 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016048/leaderboard/index.html,"Golf Club Gut Lärchenhof, Cologne, Germany",BMWInternationalOpen,2016,Jun 23 2016,Euro,2016,BMWInternationalOpenEuro2016
Jul 03 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016050/leaderboard/index.html,"Le Golf National, Paris, France",100thOpendeFrance,2016,Jun 30 2016,Euro,2016,100thOpendeFranceEuro2016
Jul 10 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016052/leaderboard/index.html,"Castle Stuart Golf Links, Inverness, Scotland",AberdeenAssetManagementScottishOpen,2016,Jul 07 2016,Euro,2016,AberdeenAssetManagementScottishOpenEuro2016
Jul 17 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016054/leaderboard/index.html,"Royal Troon GC, Ayrshire, Scotland",145thOpenChampionship,2016,Jul 14 2016,Euro,2016,145thOpenChampionshipEuro2016
Jul 31 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016056/leaderboard/index.html,"Phoenix Gold Golf Club, Pattaya, Thailand",King’sCuppresentedbyPTTGroup,2016,Jul 28 2016,Euro,2016,King’sCuppresentedbyPTTGroupEuro2016
Jul 31 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016058/leaderboard/index.html,"Baltusrol GC, Springfield, New Jersey, USA",USPGAChampionship,2016,Jul 28 2016,Euro,2016,USPGAChampionshipEuro2016
Aug 07 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016060/leaderboard/index.html,"Archerfield, East Lothian, Scotland",AberdeenAssetManagementPaulLawrieMatchPlay,2016,Aug 04 2016,Euro,2016,AberdeenAssetManagementPaulLawrieMatchPlayEuro2016
Aug 14 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016062/leaderboard/index.html,"Olympic Golf Course, Rio de Janeiro, Brazil",OlympicMen'sGolfCompetition,2016,Aug 11 2016,Euro,2016,OlympicMen'sGolfCompetitionEuro2016
Aug 21 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016064/leaderboard/index.html,"Albatross Golf Resort, Prague, Czech Republic",D+DREALCzechMasters,2016,Aug 18 2016,Euro,2016,D+DREALCzechMastersEuro2016
Aug 28 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016066/leaderboard/index.html,"Himmerland Golf & Spa Resort, Farsø, Denmark",MadeInDenmark,2016,Aug 25 2016,Euro,2016,MadeInDenmarkEuro2016
Sep 04 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016068/leaderboard/index.html,"Crans-sur-Sierre GC, Crans Montana, Switzerland",OmegaEuropeanMasters,2016,Sep 01 2016,Euro,2016,OmegaEuropeanMastersEuro2016
Sep 11 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016070/leaderboard/index.html,"The Dutch, Spijk, Netherlands",KLMOpen,2016,Sep 08 2016,Euro,2016,KLMOpenEuro2016
Sep 18 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016072/leaderboard/index.html,"Golf Club Milano, Parco Reale di Monza, Italy",ItalianOpen,2016,Sep 15 2016,Euro,2016,ItalianOpenEuro2016
Sep 25 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016074/leaderboard/index.html,"Golf Resort Bad Griesbach, Bad Griesbach, Germany",PorscheEuropeanOpen,2016,Sep 22 2016,Euro,2016,PorscheEuropeanOpenEuro2016
Oct 02 2016,https://www.europeantour.com//rydercup/history/leaderboard/index.html,"Hazeltine National GC, Chaska, Minnesota, USA",THE2016RYDERCUP,2016,Sep 30 2016,Euro,2016,THE2016RYDERCUPEuro2016
Oct 09 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016078/leaderboard/index.html,"Old Course St. Andrews, Carnoustie & Kingsbarns, Scotland, Scotland",AlfredDunhillLinksChampionship,2016,Oct 06 2016,Euro,2016,AlfredDunhillLinksChampionshipEuro2016
Oct 09 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016094/leaderboard/index.html,"Natadola Bay GC, Natadola, Fiji",FijiInternational,2016,Oct 06 2016,Euro,2016,FijiInternationalEuro2016
Oct 16 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016080/leaderboard/index.html,"The Grove, Chandlers Cross, Hertfordshire, England",BritishMasterssupportedbySkySports,2016,Oct 13 2016,Euro,2016,BritishMasterssupportedbySkySportsEuro2016
Oct 23 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016082/leaderboard/index.html,"Dom Pedro Victoria Golf Course, Vilamoura, Portugal",PortugalMasters,2016,Oct 20 2016,Euro,2016,PortugalMastersEuro2016
Oct 30 2016,https://www.europeantour.com//europeantour/season=2016/tournamentid=2016084/leaderboard/index.html,"Sheshan International GC, Shanghai, China PR",WGC-HSBCChampions,2016,Oct 27 2016,Euro,2016,WGC-HSBCChampionsEuro2016
